VSP,Pango_Lineage,Collection_Date,Rationale,Percent_5x_Coverage,Mean_Coverage,GISAID_ID,NCBI_Accession
VSP5931,AY.25,8/28/2021,surveillance,98.6,573,hCoV-19/USA/PA-VSP5931/2021,OK247307
VSP5932,AY.25,8/28/2021,surveillance,98.8,1252,hCoV-19/USA/PA-VSP5932/2021,OK247308
VSP5935,AY.3,8/28/2021,vaccine breakthrough,99.4,840,hCoV-19/USA/PA-VSP5935/2021,OK247309
VSP5936,B.1.617.2,8/28/2021,surveillance,98.5,2020,hCoV-19/USA/PA-VSP5936/2021,OK247310
VSP5942,B.1.617.2,8/29/2021,surveillance,98.8,686,hCoV-19/USA/PA-VSP5942/2021,OK247311
VSP5946,B.1.617.2,8/29/2021,surveillance,98.9,948,hCoV-19/USA/PA-VSP5946/2021,OK247312
VSP5947,AY.3,8/29/2021,surveillance,99,1243,hCoV-19/USA/PA-VSP5947/2021,OK247313
VSP5948,AY.3,8/29/2021,surveillance,97.9,901,hCoV-19/USA/PA-VSP5948/2021,OK247314
VSP5949,AY.3,8/29/2021,surveillance,99,1095,hCoV-19/USA/PA-VSP5949/2021,OK247315
VSP5953,B.1.617.2,8/30/2021,surveillance,98.4,773,hCoV-19/USA/PA-VSP5953/2021,OK247316
VSP5954,B.1.617.2,8/30/2021,surveillance,97.8,101,hCoV-19/USA/PA-VSP5954/2021,OK247317
VSP5957,B.1.617.2,8/30/2021,surveillance,99.5,2165,hCoV-19/USA/NJ-VSP5957/2021,OK247318
VSP5958,B.1.617.2,8/30/2021,surveillance,98.3,480,hCoV-19/USA/PA-VSP5958/2021,OK247319
VSP5959,B.1.617.2,8/30/2021,surveillance,97.6,147,hCoV-19/USA/PA-VSP5959/2021,OK247320
VSP5960,AY.3.1,8/30/2021,surveillance,97.7,797,hCoV-19/USA/PA-VSP5960/2021,OK247321
VSP5961,AY.24,8/30/2021,surveillance,99,5902,hCoV-19/USA/PA-VSP5961/2021,OK247322
VSP5968,B.1.617.2,8/31/2021,surveillance,97.3,626,hCoV-19/USA/PA-VSP5968/2021,OK247323
VSP5971,B.1.617.2,8/31/2021,surveillance,97.2,253,hCoV-19/USA/PA-VSP5971/2021,OK247324
VSP5980,AY.3,8/31/2021,surveillance,99.6,2017,hCoV-19/USA/PA-VSP5980/2021,OK247325
VSP5983,B.1.617.2,9/1/2021,surveillance,99,1005,hCoV-19/USA/PA-VSP5983/2021,OK247326
VSP5986,B.1.617.2,9/1/2021,surveillance,98.9,975,hCoV-19/USA/PA-VSP5986/2021,OK247327
VSP5987,B.1.617.2,9/1/2021,surveillance,98.9,874,hCoV-19/USA/PA-VSP5987/2021,OK247328
VSP5991,AY.25,9/1/2021,surveillance,99.1,1684,hCoV-19/USA/PA-VSP5991/2021,OK247329
VSP5992,AY.24,9/1/2021,vaccine breakthrough,98.4,267,hCoV-19/USA/PA-VSP5992/2021,OK247330
VSP5996,B.1.617.2,9/1/2021,surveillance,98,236,hCoV-19/USA/PA-VSP5996/2021,OK247331
VSP5997,B.1.617.2,9/1/2021,surveillance,98.1,379,hCoV-19/USA/NJ-VSP5997/2021,OK247332
VSP6000,AY.12,9/1/2021,surveillance,97.6,130,hCoV-19/USA/PA-VSP6000/2021,OK247333
VSP6004,B.1.617.2,9/2/2021,surveillance,98.1,616,hCoV-19/USA/NJ-VSP6004/2021,OK247334
VSP6005,B.1.617.2,9/2/2021,surveillance,98.8,584,hCoV-19/USA/NJ-VSP6005/2021,OK247335
VSP6007,B.1.617.2,9/2/2021,surveillance,99.7,3512,hCoV-19/USA/PA-VSP6007/2021,OK247336
VSP6008,AY.4,9/2/2021,surveillance,95.2,63,hCoV-19/USA/NJ-VSP6008/2021,OK247337
VSP6009,B.1.617.2,9/2/2021,surveillance,98.9,955,hCoV-19/USA/PA-VSP6009/2021,OK247338
VSP6011,AY.24,9/2/2021,vaccine breakthrough,99.6,1192,hCoV-19/USA/PA-VSP6011/2021,OK247339
VSP6013,AY.25,9/2/2021,surveillance,99,1563,hCoV-19/USA/PA-VSP6013/2021,OK247340
VSP6015,B.1.617.2,9/2/2021,vaccine breakthrough,98.2,433,hCoV-19/USA/PA-VSP6015/2021,OK247341
VSP6018,AY.20,9/2/2021,surveillance,98.1,238,hCoV-19/USA/PA-VSP6018/2021,OK247342
VSP6022,B.1.617.2,9/2/2021,surveillance,98.1,203,hCoV-19/USA/PA-VSP6022/2021,OK247343
VSP6023,B.1.617.2,9/2/2021,surveillance,98.6,553,hCoV-19/USA/PA-VSP6023/2021,OK247344
VSP6027,AY.25,9/2/2021,surveillance,99.7,2976,hCoV-19/USA/PA-VSP6027/2021,OK247345
VSP6033,AY.24,9/2/2021,surveillance,99,1458,hCoV-19/USA/PA-VSP6033/2021,OK247346
VSP6034,B.1.617.2,9/2/2021,surveillance,98.8,1304,hCoV-19/USA/NJ-VSP6034/2021,OK247347
VSP6035,B.1.617.2,9/2/2021,surveillance,97.7,250,hCoV-19/USA/NJ-VSP6035/2021,OK247348
VSP6038,AY.25,9/2/2021,surveillance,98.7,1006,hCoV-19/USA/PA-VSP6038/2021,OK247349
VSP6039,B.1.617.2,9/3/2021,surveillance,99,606,hCoV-19/USA/PA-VSP6039/2021,OK247350
VSP6040,B.1.617.2,9/3/2021,surveillance,97.6,446,hCoV-19/USA/PA-VSP6040/2021,OK247351
VSP6042,B.1.617.2,9/3/2021,vaccine breakthrough,97.5,160,hCoV-19/USA/PA-VSP6042/2021,OK247352
VSP6043,AY.3,9/3/2021,surveillance,98.6,825,hCoV-19/USA/PA-VSP6043/2021,OK247353
VSP6045,B.1.617.2,9/3/2021,surveillance,99.7,11265,hCoV-19/USA/PA-VSP6045/2021,OK247354
VSP6047,B.1.617.2,9/3/2021,surveillance,99.7,12390,hCoV-19/USA/NJ-VSP6047/2021,OK247355
VSP6049,B.1.617.2,9/3/2021,surveillance,98.7,550,hCoV-19/USA/PA-VSP6049/2021,OK247356
VSP6050,AY.24,9/3/2021,surveillance,99.4,1550,hCoV-19/USA/PA-VSP6050/2021,OK247357
VSP6051,AY.24,9/3/2021,surveillance,99.7,19048,hCoV-19/USA/PA-VSP6051/2021,OK247358
VSP6053,B.1.617.2,9/3/2021,surveillance,98.9,1832,hCoV-19/USA/PA-VSP6053/2021,OK247359
VSP6054,B.1.617.2,9/3/2021,surveillance,98.8,569,hCoV-19/USA/PA-VSP6054/2021,OK247360
VSP6056,B.1.617.2,9/3/2021,surveillance,98.9,772,hCoV-19/USA/NJ-VSP6056/2021,OK247361
VSP6057,B.1.617.2,9/4/2021,surveillance,98.6,219,hCoV-19/USA/NJ-VSP6057/2021,OK247362
VSP6058,B.1.617.2,9/4/2021,surveillance,98.8,616,hCoV-19/USA/PA-VSP6058/2021,OK247363
VSP6061,B.1.617.2,9/4/2021,surveillance,97.8,237,hCoV-19/USA/PA-VSP6061/2021,OK247364
VSP6063,B.1.617.2,9/4/2021,surveillance,99.5,1802,hCoV-19/USA/PA-VSP6063/2021,OK247365
VSP6064,AY.24,9/4/2021,surveillance,99.7,6099,hCoV-19/USA/PA-VSP6064/2021,OK247366
VSP6067,AY.3,9/4/2021,surveillance,99.3,2412,hCoV-19/USA/PA-VSP6067/2021,OK247367
VSP6068,AY.24,9/4/2021,surveillance,98.9,1611,hCoV-19/USA/PA-VSP6068/2021,OK247368
VSP6075,B.1.617.2,9/4/2021,surveillance,99.2,2177,hCoV-19/USA/PA-VSP6075/2021,OK247369
VSP6108,AY.19,8/21/2021,surveillance,99.5,1090,hCoV-19/USA/PA-VSP6108/2021,OK247370
VSP6112,AY.25,8/21/2021,surveillance,98.8,553,hCoV-19/USA/PA-VSP6112/2021,OK247371
VSP6114,B.1.617.2,8/22/2021,surveillance,98.7,282,hCoV-19/USA/PA-VSP6114/2021,OK247372
VSP6115,B.1.617.2,8/22/2021,surveillance,99,1424,hCoV-19/USA/PA-VSP6115/2021,OK247373
VSP6118,AY.19,8/24/2021,surveillance,98.6,408,hCoV-19/USA/PA-VSP6118/2021,OK247374
VSP6122,B.1.617.2,8/25/2021,surveillance,99,701,hCoV-19/USA/PA-VSP6122/2021,
VSP6132,B.1.617.2,9/2/2021,surveillance,99.6,878,hCoV-19/USA/PA-VSP6132/2021,OK247375
VSP6133,B.1.617.2,9/2/2021,surveillance,99.7,2171,hCoV-19/USA/PA-VSP6133/2021,OK247376
VSP6136,AY.3,8/23/2021,surveillance,98.4,500,hCoV-19/USA/PA-VSP6136/2021,OK247377
VSP6145,AY.25,8/31/2021,surveillance,99.3,6995,hCoV-19/USA/PA-VSP6145/2021,OK247378
VSP6149,AY.25,9/1/2021,surveillance,99.6,1613,hCoV-19/USA/PA-VSP6149/2021,OK247379
VSP6152,B.1.617.2,8/29/2021,surveillance,98.7,981,hCoV-19/USA/PA-VSP6152/2021,OK247380
VSP8001,B.1.409,2/21/2021,surveillance,99.8,148,,
VSP8002,B.1.526,2/21/2021,surveillance,99.8,666,,
VSP8003,B.1.637,2/26/2021,surveillance,99.8,10156,,
VSP8004,B.1.596,2/26/2021,surveillance,99.8,95,,
VSP8005,B.1.234,2/26/2021,surveillance,99.8,10992,,
VSP8006,B.1.637,2/25/2021,surveillance,99.8,2398,,
VSP8007,B.1.526,2/26/2021,surveillance,99.8,233,,
VSP8008,B.1.2,2/26/2021,surveillance,99.8,168,,
VSP8009,B.1.526,2/27/2021,surveillance,99.8,1121,,
VSP8010,R.1,2/26/2021,surveillance,99.8,3793,,
VSP8011,B.1.575,2/26/2021,surveillance,99.8,233,,
VSP8012,B.1.1.7,2/26/2021,surveillance,99.8,12488,,
VSP8013,B.1.1.519,2/27/2021,surveillance,99.9,3592,,
VSP8014,B.1.243,2/27/2021,surveillance,99.8,8862,,
VSP8015,B.1.243,2/27/2021,surveillance,99.8,2523,,
VSP8016,B.1.595,3/1/2021,surveillance,99.8,5257,,
VSP8017,B.1.1.7,3/1/2021,surveillance,99.8,1083,,
VSP8018,B.1.1.7,3/1/2021,surveillance,99.8,5087,,
VSP8019,B.1.1.7,3/1/2021,surveillance,99.8,3108,,
VSP8020,B.1.1.7,3/1/2021,surveillance,99.8,81,,
VSP8021,B.1.2,3/1/2021,surveillance,99.8,144,,
VSP8022,B.1.1.7,3/1/2021,surveillance,99.8,1205,,
VSP8023,B.1.526,3/1/2021,surveillance,99.8,10718,,
VSP8024,B.1.596,3/1/2021,surveillance,99.8,225,,
VSP8025,B.1.2,3/1/2021,surveillance,99.4,25,,
VSP8026,B.1.526,3/1/2021,surveillance,99.8,4109,,
VSP8027,B.1.243,1/31/2021,surveillance,99.8,3144,,
VSP8028,B.1.243,1/31/2021,surveillance,99.8,2621,,
VSP8029,B.1.526,2/2/2021,surveillance,99.9,9926,,
VSP8030,B.1.1.7,2/3/2021,surveillance,99.8,394,,
VSP8031,B.1.575,2/5/2021,surveillance,99.8,915,,
VSP8032,B.1.575,2/6/2021,surveillance,98.6,17,,
VSP8033,B.1.526,2/8/2021,surveillance,99.9,12517,,
VSP8034,B.1.1.7,2/10/2021,surveillance,99.8,8962,,
VSP8035,B.1.526,2/10/2021,surveillance,99.8,5638,,
VSP8036,B.1.575,2/10/2021,surveillance,99.8,7241,,
VSP8037,B.1.427,2/10/2021,surveillance,99.8,3753,,
VSP8038,B.1.2,2/10/2021,surveillance,99.8,4089,,
VSP8039,B.1.243,2/10/2021,surveillance,99.8,13373,,
VSP8040,B.1.575,2/12/2021,surveillance,99.8,2493,,
VSP8041,B.1.243,2/13/2021,surveillance,99.8,3293,,
VSP8042,B.1.595,2/13/2021,surveillance,99.8,1209,,
VSP8043,B.1.1,2/16/2021,surveillance,99.8,4770,,
VSP8044,B.1.1.7,2/19/2021,surveillance,99.8,548,,
VSP8045,B.1.234,2/19/2021,surveillance,99.8,1108,,
VSP8046,B.1.234,2/23/2021,surveillance,99.8,8211,,
VSP8047,B.1.1.7,3/3/2021,surveillance,99.8,369,,
VSP8048,B.1.1.7,3/3/2021,surveillance,99.9,10880,,
VSP8049,R.1,3/3/2021,surveillance,97.6,14,,
VSP8050,B.1.575,3/4/2021,surveillance,99.8,4329,,
VSP8065,B.1.1.7,4/27/2021,surveillance,99.7,2480,hCoV-19/USA/PA-Jefferson_20210414_SWIFT1re_S15/2021,
VSP8066,B.1.1.7,4/27/2021,surveillance,99.6,2467,hCoV-19/USA/PA-Jefferson_20210414_SWIFT1re_S16/2021,
VSP8067,B.1.1.7,4/27/2021,surveillance,99.7,2903,hCoV-19/USA/PA-Jefferson_20210414_SWIFT1re_S17/2021,
VSP8073,P.1.2,4/28/2021,surveillance,99.6,2484,hCoV-19/USA/PA-Jefferson_20210416_SWIFTrun2_S03/2021,
VSP8074,B.1.1.7,4/28/2021,surveillance,99.7,2899,hCoV-19/USA/PA-Jefferson_20210416_SWIFTrun2_S04/2021,
VSP8075,B.1.1.7,4/21/2021,vaccine breakthrough,99.7,2854,hCoV-19/USA/PA-Jefferson_20210416_SWIFTrun2_S05/2021,
VSP8077,B.1.1.7,4/12/2021,vaccine breakthrough,99.7,2377,hCoV-19/USA/PA-Jefferson_20210416_SWIFTrun2_S07/2021,
VSP8078,B.1.1.7,4/13/2021,vaccine breakthrough,99.7,2319,hCoV-19/USA/PA-Jefferson_20210416_SWIFTrun2_S08/2021,
VSP8080,B.1.526,4/19/2021,vaccine breakthrough,99.7,2717,hCoV-19/USA/PA-Jefferson_20210416_SWIFTrun2_S10/2021,
VSP8081,B.1.1.7,4/19/2021,vaccine breakthrough,99.7,2826,hCoV-19/USA/PA-Jefferson_20210416_SWIFTrun2_S11/2021,
VSP8082,B.1.1.7,4/21/2021,vaccine breakthrough,99.7,2386,hCoV-19/USA/PA-Jefferson_20210416_SWIFTrun2_S12/2021,
VSP8083,B.1.1.7,4/23/2021,vaccine breakthrough,99.7,2432,hCoV-19/USA/PA-Jefferson_20210416_SWIFTrun2_S13/2021,
VSP8084,B.1.1.7,4/23/2021,vaccine breakthrough,99.7,2520,hCoV-19/USA/PA-Jefferson_20210416_SWIFTrun2_S14/2021,
VSP8087,B.1.526,5/6/2021,vaccine breakthrough,98.6,1600,hCoV-19/USA/PA-Jefferson_20210416_SWIFTrun2_S17/2021,
VSP8088,B.1.1.7,5/7/2021,vaccine breakthrough,99.2,2522,hCoV-19/USA/PA-Jefferson_20210416_SWIFTrun2_S18/2021,
VSP8089,B.1.1.7,5/7/2021,vaccine breakthrough,99.7,3005,hCoV-19/USA/PA-Jefferson_20210416_SWIFTrun2_S19/2021,
VSP8092,B.1.1.7,5/10/2021,vaccine breakthrough,99.4,2746,hCoV-19/USA/PA-Jefferson_20210416_SWIFTrun2_S22/2021,
VSP8094,B.1.1.7,5/13/2021,vaccine breakthrough,99.7,2549,hCoV-19/USA/PA-Jefferson_20210416_SWIFTrun2_S24/2021,
VSP8095,B.1.1.7,4/7/2021,surveillance,99.7,2575,hCoV-19/USA/PA-Jefferson_20210416_SWIFTrun2_S25/2021,
VSP8096,B.1.1.7,4/7/2021,surveillance,99.7,2204,hCoV-19/USA/PA-Jefferson_20210416_SWIFTrun2_S26/2021,
VSP8097,B.1.1.7,4/7/2021,surveillance,99.7,2046,hCoV-19/USA/PA-Jefferson_20210416_SWIFTrun2_S27/2021,
VSP8098,B.1.575,4/7/2021,surveillance,99.6,2684,hCoV-19/USA/PA-Jefferson_20210416_SWIFTrun2_S28/2021,
VSP8099,B.1.1.7,4/7/2021,surveillance,99.8,2567,hCoV-19/USA/PA-Jefferson_20210416_SWIFTrun2_S29/2021,
VSP8100,B.1.1.7,4/9/2021,surveillance,99.7,2704,hCoV-19/USA/PA-Jefferson_20210416_SWIFTrun2_S30/2021,
VSP8101,B.1.1.7,4/9/2021,surveillance,99.7,2898,hCoV-19/USA/PA-Jefferson_20210416_SWIFTrun2_S31/2021,
VSP8102,B.1.1.7,4/10/2021,surveillance,99.7,2213,hCoV-19/USA/PA-Jefferson_20210416_SWIFTrun2_S32/2021,
VSP8103,B.1.1.7,4/10/2021,surveillance,99.7,2988,hCoV-19/USA/PA-Jefferson_20210416_SWIFTrun2_S33/2021,
VSP8105,B.1.1.7,4/10/2021,surveillance,99.7,2475,,
VSP8106,B.1.1.7,4/12/2021,surveillance,99.7,2416,hCoV-19/USA/PA-Jefferson_20210416_SWIFTrun2_S36/2021,
VSP8107,B.1.526,4/13/2021,surveillance,99.7,2743,hCoV-19/USA/PA-Jefferson_20210416_SWIFTrun2_S37/2021,
VSP8108,B.1.1.7,4/13/2021,surveillance,99.7,2397,hCoV-19/USA/PA-Jefferson_20210416_SWIFTrun2_S38/2021,
VSP8109,B.1.1.7,4/13/2021,surveillance,99.7,2683,hCoV-19/USA/PA-Jefferson_20210416_SWIFTrun2_S39/2021,
VSP8110,Q.1,4/15/2021,surveillance,99.4,1605,hCoV-19/USA/PA-Jefferson_20210416_SWIFTrun2_S40/2021,
VSP8111,B.1.1.7,4/14/2021,surveillance,99.7,2421,hCoV-19/USA/PA-Jefferson_20210416_SWIFTrun2_S41/2021,
VSP8112,B.1.1.7,4/14/2021,surveillance,99.7,2068,hCoV-19/USA/PA-Jefferson_20210416_SWIFTrun2_S42/2021,
VSP8113,B.1.526,4/13/2021,surveillance,99.7,2810,hCoV-19/USA/PA-Jefferson_20210416_SWIFTrun2_S43/2021,
VSP8114,B.1.1.7,4/15/2021,surveillance,99.7,2124,hCoV-19/USA/PA-Jefferson_20210416_SWIFTrun2_S44/2021,
VSP8115,B.1.1.7,4/15/2021,surveillance,99.8,2762,hCoV-19/USA/PA-Jefferson_20210416_SWIFTrun2_S45/2021,
VSP8116,B.1.1.7,4/15/2021,surveillance,99.7,2461,hCoV-19/USA/PA-Jefferson_20210416_SWIFTrun2_S46/2021,
VSP8117,B.1.1.7,4/15/2021,surveillance,99.7,2461,hCoV-19/USA/PA-Jefferson_20210416_SWIFTrun2_S47/2021,
VSP8118,B.1.1.7,4/16/2021,surveillance,99.8,2604,hCoV-19/USA/PA-Jefferson_20210416_SWIFTrun2_S48/2021,
VSP8119,B.1.526,4/16/2021,surveillance,99.6,2735,hCoV-19/USA/PA-Jefferson_20210507_SWIFTrun3_14/2021,
VSP8120,B.1.1.7,4/15/2021,surveillance,99.7,2528,hCoV-19/USA/PA-Jefferson_20210524_COVIDSeq1_S37/2021,
VSP8121,B.1.1.7,4/15/2021,surveillance,99.7,2476,hCoV-19/USA/PA-Jefferson_20210601_COVIDSeq2_S01/2021,
VSP8122,B.1.1.7,4/17/2021,surveillance,99.7,2767,hCoV-19/USA/PA-Jefferson_20210601_COVIDSeq2_S02/2021,
VSP8123,B.1.1.7,4/17/2021,surveillance,99.7,2845,hCoV-19/USA/PA-Jefferson_20210601_COVIDSeq2_S03/2021,
VSP8124,B.1.1.7,4/17/2021,surveillance,99.7,2426,hCoV-19/USA/PA-Jefferson_20210601_COVIDSeq2_S04/2021,
VSP8125,B.1.1.7,4/17/2021,surveillance,99.7,2452,hCoV-19/USA/PA-Jefferson_20210601_COVIDSeq2_S05/2021,
VSP8126,B.1.1.7,4/16/2021,surveillance,99.7,2319,hCoV-19/USA/PA-Jefferson_20210601_COVIDSeq2_S06/2021,
VSP8127,B.1.1.7,4/17/2021,surveillance,99.7,1664,hCoV-19/USA/PA-Jefferson_20210601_COVIDSeq2_S07/2021,
VSP8128,B.1.1.7,4/17/2021,surveillance,99.1,1735,hCoV-19/USA/PA-Jefferson_20210601_COVIDSeq2_S08/2021,
VSP8129,B.1.1.7,4/18/2021,surveillance,99.7,2216,hCoV-19/USA/PA-Jefferson_20210601_COVIDSeq2_S09/2021,
VSP8130,B.1.1.7,4/17/2021,surveillance,99.8,2797,hCoV-19/USA/PA-Jefferson_20210601_COVIDSeq2_S10/2021,
VSP8131,B.1.1.7,4/17/2021,surveillance,99.8,2837,hCoV-19/USA/PA-Jefferson_20210601_COVIDSeq2_S11/2021,
VSP8132,B.1.351,4/17/2021,surveillance,99.5,3132,hCoV-19/USA/PA-Jefferson_20210601_COVIDSeq2_S12/2021,
VSP8133,B.1.575,4/18/2021,surveillance,99.7,2533,hCoV-19/USA/PA-Jefferson_20210601_COVIDSeq2_S13/2021,
VSP8134,B.1.637,4/18/2021,surveillance,99.7,2431,hCoV-19/USA/PA-Jefferson_20210601_COVIDSeq2_S15/2021,
VSP8135,B.1.1.7,4/19/2021,surveillance,99.7,2942,hCoV-19/USA/PA-Jefferson_20210601_COVIDSeq2_S16/2021,
VSP8136,B.1.1.7,4/19/2021,surveillance,99.7,2567,hCoV-19/USA/PA-Jefferson_20210601_COVIDSeq2_S17/2021,
VSP8137,Q.6,4/19/2021,surveillance,99.7,2562,hCoV-19/USA/PA-Jefferson_20210601_COVIDSeq2_S18/2021,
VSP8138,B.1.1.7,4/19/2021,surveillance,99.7,2721,hCoV-19/USA/PA-Jefferson_20210601_COVIDSeq2_S19/2021,
VSP8139,B.1.526,4/20/2021,surveillance,99.7,2755,hCoV-19/USA/PA-Jefferson_20210601_COVIDSeq2_S20/2021,
VSP8140,B.1.526,4/20/2021,surveillance,99.7,3437,hCoV-19/USA/PA-Jefferson_20210601_COVIDSeq2_S21/2021,
VSP8141,B.1.1.7,5/9/2021,vaccine breakthrough,99.7,2418,hCoV-19/USA/PA-Jefferson_20210601_COVIDSeq2_S22/2021,
VSP8142,B.1.1.7,5/16/2021,vaccine breakthrough,99.7,2295,hCoV-19/USA/PA-Jefferson_20210601_COVIDSeq2_S23/2021,
VSP8143,B.1.617.2,4/29/2021,vaccine breakthrough,99.7,2605,hCoV-19/USA/PA-Jefferson_20210601_COVIDSeq2_S24/2021,
VSP8144,B.1.1.7,5/7/2021,vaccine breakthrough,99.7,2703,hCoV-19/USA/PA-Jefferson_20210601_COVIDSeq2_S25/2021,
VSP8147,B.1.1.7,4/20/2021,surveillance,99.6,2103,hCoV-19/USA/PA-Jefferson_20210601_COVIDSeq2_S29/2021,
VSP8148,B.1.1.7,4/20/2021,surveillance,99.7,1876,hCoV-19/USA/PA-Jefferson_20210601_COVIDSeq2_S30/2021,
VSP8149,B.1.1.7,4/20/2021,surveillance,99.2,1450,hCoV-19/USA/PA-Jefferson_20210601_COVIDSeq2_S31/2021,
VSP8150,B.1.1.7,4/21/2021,surveillance,99.7,2885,hCoV-19/USA/PA-Jefferson_20210601_COVIDSeq2_S32/2021,
VSP8151,B.1.1.7,4/21/2021,surveillance,99.7,1559,hCoV-19/USA/PA-Jefferson_20210601_COVIDSeq2_S33/2021,
VSP8152,B.1.1.7,4/21/2021,surveillance,99.7,2194,hCoV-19/USA/PA-Jefferson_20210601_COVIDSeq2_S34/2021,
VSP8153,B.1.1.7,4/21/2021,surveillance,99.3,2455,hCoV-19/USA/PA-Jefferson_20210601_COVIDSeq2_S35/2021,
VSP8154,B.1.1.7,4/21/2021,surveillance,99.7,2125,hCoV-19/USA/PA-Jefferson_20210601_COVIDSeq2_S36/2021,
VSP8155,B.1.1.7,4/22/2021,surveillance,99,2344,hCoV-19/USA/PA-Jefferson_20210601_COVIDSeq2_S38/2021,
VSP8156,B.1.1.7,4/22/2021,surveillance,99.7,1421,hCoV-19/USA/PA-Jefferson_20210601_COVIDSeq2_S39/2021,
VSP8158,B.1.1.519,4/21/2021,surveillance,98.6,1159,hCoV-19/USA/PA-Jefferson_20210601_COVIDSeq2_S41/2021,
VSP8159,B.1.1.7,4/24/2021,surveillance,99.2,1555,,
VSP8160,B.1.526,4/23/2021,surveillance,99.7,2588,hCoV-19/USA/PA-Jefferson_20210601_COVIDSeq2_S43/2021,
VSP8161,B.1.1.7,4/23/2021,surveillance,99.1,1500,hCoV-19/USA/PA-Jefferson_20210601_COVIDSeq2_S44/2021,
VSP8162,B.1.526,4/24/2021,surveillance,99.7,2712,hCoV-19/USA/PA-Jefferson_20210601_COVIDSeq2_S45/2021,
VSP8163,B.1.1.7,4/25/2021,surveillance,99.7,2575,hCoV-19/USA/PA-Jefferson_20210601_COVIDSeq2_S46/2021,
VSP8164,B.1.1.7,4/25/2021,surveillance,99.7,2568,hCoV-19/USA/PA-Jefferson_20210605_COVIDSeq3_S01/2021,
VSP8165,B.1.1.7,4/25/2021,surveillance,99.7,2661,hCoV-19/USA/PA-Jefferson_20210605_COVIDSeq3_S02/2021,
VSP8166,B.1.1.7,4/26/2021,surveillance,99.7,3096,hCoV-19/USA/PA-Jefferson_20210605_COVIDSeq3_S03/2021,
VSP8167,B.1.1.7,4/26/2021,surveillance,99.7,2827,hCoV-19/USA/PA-Jefferson_20210605_COVIDSeq3_S04/2021,
VSP8168,B.1.1.7,4/26/2021,surveillance,99.7,3466,hCoV-19/USA/PA-Jefferson_20210605_COVIDSeq3_S05/2021,
VSP8169,B.1.1.7,4/27/2021,surveillance,99.7,2951,hCoV-19/USA/PA-Jefferson_20210605_COVIDSeq3_S06/2021,
VSP8170,B.1.526,4/27/2021,surveillance,99.8,3181,hCoV-19/USA/PA-Jefferson_20210605_COVIDSeq3_S07/2021,
VSP8171,B.1.1.7,4/27/2021,surveillance,99.7,3205,hCoV-19/USA/PA-Jefferson_20210605_COVIDSeq3_S08/2021,
VSP8176,B.1.637,4/29/2021,surveillance,99.7,2206,hCoV-19/USA/PA-Jefferson_20210605_COVIDSeq3_S13/2021,
VSP8177,B.1.1.7,4/29/2021,surveillance,99.7,2720,hCoV-19/USA/PA-Jefferson_20210605_COVIDSeq3_S14/2021,
VSP8178,B.1.526,4/29/2021,surveillance,99.7,2894,hCoV-19/USA/PA-Jefferson_20210605_COVIDSeq3_S15/2021,
VSP8179,B.1.526,1/5/2021,surveillance,99.7,3160,hCoV-19/USA/PA-Jefferson_20210605_COVIDSeq3_S16/2021,
VSP8180,B.1.1.7,4/30/2021,surveillance,99.7,3156,hCoV-19/USA/PA-Jefferson_20210605_COVIDSeq3_S17/2021,
VSP8181,B.1.621,4/30/2021,surveillance,99.7,3187,hCoV-19/USA/PA-Jefferson_20210605_COVIDSeq3_S18/2021,
VSP8185,B.1.1.7,5/1/2021,surveillance,99.7,2288,hCoV-19/USA/PA-Jefferson_20210605_COVIDSeq3_S22/2021,
VSP8186,B.1.1.7,5/1/2021,surveillance,99.7,2872,hCoV-19/USA/PA-Jefferson_20210605_COVIDSeq3_S23/2021,
VSP8187,B.1.1.7,5/6/2021,surveillance,99.8,2295,hCoV-19/USA/PA-Jefferson_20210605_COVIDSeq3_S24/2021,
VSP8188,B.1.1.7,5/6/2021,surveillance,99.3,2194,hCoV-19/USA/PA-Jefferson_20210605_COVIDSeq3_S25/2021,
VSP8189,B.1.1.7,5/6/2021,surveillance,99.2,1246,hCoV-19/USA/PA-Jefferson_20210605_COVIDSeq3_S26/2021,
VSP8190,B.1.1.7,5/6/2021,surveillance,99.7,2136,hCoV-19/USA/PA-Jefferson_20210605_COVIDSeq3_S27/2021,
VSP8191,B.1.1.7,5/7/2021,surveillance,99.7,2267,hCoV-19/USA/PA-Jefferson_20210605_COVIDSeq3_S28/2021,
VSP8192,B.1.1.7,5/8/2021,surveillance,99.8,2655,hCoV-19/USA/PA-Jefferson_20210605_COVIDSeq3_S29/2021,
VSP8193,B.1.1.7,5/8/2021,surveillance,99.7,1908,hCoV-19/USA/PA-Jefferson_20210605_COVIDSeq3_S30/2021,
VSP8194,B.1.1.7,5/9/2021,surveillance,99.7,1692,hCoV-19/USA/PA-Jefferson_20210605_COVIDSeq3_S31/2021,
VSP8195,B.1.1.7,5/10/2021,surveillance,99.7,2358,hCoV-19/USA/PA-Jefferson_20210605_COVIDSeq3_S32/2021,
VSP8196,B.1.1.7,5/10/2021,surveillance,99.7,1976,hCoV-19/USA/PA-Jefferson_20210605_COVIDSeq3_S33/2021,
VSP8197,B.1.1.7,5/10/2021,surveillance,99.7,2383,hCoV-19/USA/PA-Jefferson_20210605_COVIDSeq3_S34/2021,
